WV,Pd_eyes,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500
420,0.079253636,0.433632693,0.424224566,0.415000626,0.405963299,0.397114675,0.388456516,0.379990264,0.371717056,0.36363773,0.355752838,0.348062659,0.340567207,0.333266245,0.326159296,0.319245654,0.312524398,0.3059944,0.29965434,0.293502714,0.287537851,0.281757916
430,0.336579632,0.547058493,0.536026459,0.525118555,0.514341096,0.503700023,0.493200907,0.482848953,0.472649006,0.462605551,0.452722722,0.443004308,0.433453757,0.424074181,0.414868369,0.40583879,0.396987601,0.388316658,0.379827522,0.37152147,0.363399503,0.355462357
440,0.5607874,0.671778441,0.660112294,0.648473515,0.636871912,0.625316947,0.613817726,0.602383011,0.59102121,0.579740387,0.568548254,0.557452179,0.546459181,0.535575937,0.52480878,0.514163699,0.503646347,0.49326204,0.483015759,0.472912157,0.46295556,0.453149974
450,0.712328389,0.794279042,0.783238023,0.77210025,0.760878516,0.749585265,0.738232597,0.726832275,0.715395728,0.703934053,0.692458017,0.680978066,0.669504318,0.658046571,0.646614301,0.635216664,0.623862499,0.612560323,0.601318336,0.590144422,0.579046145,0.568030754
460,0.696071109,0.899922455,0.890928142,0.881690796,0.872226173,0.862549646,0.852676206,0.84262047,0.832396687,0.822018748,0.811500188,0.800854197,0.790093625,0.779230991,0.768278483,0.757247971,0.746151006,0.734998829,0.72380237,0.712572257,0.701318816,0.690052073
470,0.845499651,0.97375732,0.96835095,0.962535464,0.956329229,0.949750318,0.942816491,0.935545179,0.927953468,0.920058091,0.911875422,0.903421472,0.894711887,0.885761953,0.876586595,0.867200379,0.857617524,0.847851899,0.837917034,0.827826127,0.817592047,0.807227342
480,0.808142449,1.001098352,1.000836392,0.99999928,0.998604425,0.996669538,0.994212537,0.991251471,0.987804441,0.983889534,0.979524768,0.974728035,0.969517065,0.96390938,0.95792227,0.951572761,0.944877598,0.937853225,0.930515774,0.922881054,0.914964546,0.906781399
490,0.889603039,0.97002265,0.976056254,0.98141288,0.986099938,0.990126318,0.993502247,0.996239154,0.998349532,0.99984681,1.000745226,1.001059706,1.000805753,0.99999934,0.998656812,0.996794795,0.994430113,0.991579713,0.988260597,0.984489764,0.980284153,0.975660595
500,0.946217978,0.877332383,0.889625072,0.901295828,0.912332385,0.922724783,0.932465325,0.941548515,0.949970985,0.957731404,0.964830383,0.971270362,0.977055493,0.982191524,0.98668567,0.99054649,0.993783758,0.996408341,0.998432078,0.999867657,1.000728509,1.001028693
510,0.820319093,0.734772522,0.751562833,0.76797167,0.783968678,0.799525041,0.81461362,0.829209085,0.843288022,0.85682902,0.869812738,0.882221959,0.894041611,0.90525878,0.915862696,0.925844709,0.935198239,0.943918722,0.952003537,0.95945192,0.966264876,0.972445073
520,0.63976215,0.567716053,0.586059917,0.604345955,0.622540423,0.640609361,0.658518763,0.676234766,0.693723829,0.710952921,0.727889702,0.744502706,0.760761508,0.77663689,0.79210099,0.807127442,0.821691497,0.835770131,0.849342133,0.862388178,0.874890881,0.886834831
530,0.578125797,0.404301718,0.421413193,0.438730959,0.456230797,0.473887328,0.491674055,0.50956343,0.527526925,0.545535126,0.563557837,0.581564193,0.599522798,0.617401859,0.63516934,0.652793118,0.670241149,0.687481633,0.704483184,0.721214998,0.737647015,0.75375008
540,0.388233002,0.264555068,0.278691577,0.293183209,0.308017171,0.323179612,0.338655601,0.354429103,0.370482969,0.386798916,0.403357522,0.420138225,0.437119335,0.454278045,0.47159047,0.489031682,0.506575768,0.524195898,0.541864399,0.559552858,0.577232217,0.594872895
560,0.175842001,0.084993012,0.091820132,0.099028963,0.106624926,0.114612385,0.122994642,0.131773943,0.140951491,0.150527464,0.160501037,0.17087041,0.181632833,0.192784626,0.204321205,0.216237096,0.228525951,0.241180552,0.254192816,0.267553789,0.281253641,0.295281656
580,0.064231787,0.01874295,0.02069524,0.022824098,0.025141397,0.027659241,0.030389898,0.033345722,0.036539071,0.039982217,0.043687265,0.047666053,0.051930066,0.056490343,0.061357399,0.06654114,0.072050789,0.077894831,0.084080946,0.090615976,0.09750588,0.104755719
600,0.030739073,0.003388158,0.0037764,0.004207015,0.004684242,0.005212674,0.005797278,0.006443413,0.007156842,0.007943748,0.008810744,0.009764883,0.010813658,0.011965005,0.013227299,0.014609341,0.016120345,0.017769914,0.019568014,0.021524936,0.023651258,0.025957792
620,0.027304399,0.000602946,0.000672882,0.000750795,0.000837569,0.000934179,0.001041706,0.001161341,0.001294395,0.001442315,0.001606691,0.00178927,0.00199197,0.002216895,0.002466344,0.002742834,0.003049108,0.003388158,0.003763237,0.004177874,0.004635897,0.005141442
640,0.027678084,0.000114457,0.000127504,0.000142028,0.000158197,0.000176193,0.000196222,0.000218509,0.000243306,0.000270892,0.000301575,0.000335698,0.00037364,0.00041582,0.000462702,0.000514799,0.000572679,0.000636969,0.000708359,0.000787613,0.000875572,0.000973161
660,0.027834301,2.37E-05,2.63E-05,2.92E-05,3.25E-05,3.61E-05,4.01E-05,4.45E-05,4.95E-05,5.49E-05,6.10E-05,6.78E-05,7.53E-05,8.36E-05,9.28E-05,0.000103076,0.000114457,0.000127087,0.000141103,0.000156655,0.000173908,0.000193048
680,0.027609976,5.93E-06,6.57E-06,7.27E-06,8.06E-06,8.93E-06,9.89E-06,1.10E-05,1.21E-05,1.34E-05,1.49E-05,1.65E-05,1.83E-05,2.02E-05,2.24E-05,2.48E-05,2.75E-05,3.04E-05,3.37E-05,3.73E-05,4.13E-05,
